crop,season,soil_type,soil_pH,soil_nitrogen_kg_ha,soil_phosphorus_kg_ha,soil_potassium_kg_ha,soil_organic_matter_percent,annual_rainfall_mm,temperature_avg_C,temperature_min_C,temperature_max_C,humidity_percent,sunshine_hours_per_day,irrigation_type,irrigation_frequency_days,fertilizer_N_applied,fertilizer_P_applied,fertilizer_K_applied,pesticide_usage_kg_ha,area_under_cultivation_ha,farm_mechanization,crop_variety,plant_age_years,previous_year_yield,elevation_m,slope_percent,district_zone,yield_kg_ha
sweet potato,Rabi,Red Loam,4.52,303.1,32.13,276.73,3.15,3069.2,29.46,24.72,33.93,75.9,7.1,Sprinkler,3,91.41,61.22,91.27,1.11,5.94,0,1,0.0,10645.1,709.9,19.95,Malnad,13368.19
sweet potato,Rabi,Red Loam,5.7,330.71,59.89,205.49,1.89,3512.2,28.37,23.42,35.43,70.71,5.3,Canal,5,81.52,48.87,40.28,3.77,8.73,1,1,0.0,10149.0,616.7,14.61,Malnad,14664.3
sweet potato,Rabi,Sandy Loam,5.13,307.88,57.98,233.16,2.3,3367.8,24.11,18.19,29.19,66.81,5.26,Drip,1,160.49,60.94,73.5,3.76,4.62,1,1,0.0,12061.4,280.4,18.0,Midland,15050.02
sweet potato,Rabi,Red Loam,5.73,172.75,54.11,289.64,1.61,3189.4,31.95,22.24,34.96,66.2,6.82,Sprinkler,2,114.45,75.6,85.4,1.59,5.19,0,1,0.0,12377.7,559.3,30.87,Malnad,13392.11
sweet potato,Rabi,Laterite,5.22,109.95,46.06,299.47,1.76,3577.1,31.0,21.63,35.38,85.3,4.28,Drip,2,65.53,73.45,47.34,4.21,9.35,1,1,0.0,15232.4,215.8,14.44,Midland,13407.76
sweet potato,Rabi,Clay Loam,5.82,107.68,23.43,153.48,3.25,3029.0,23.43,18.07,28.88,84.6,6.26,Sprinkler,4,138.6,79.68,73.01,2.39,4.89,0,1,0.0,9237.2,642.8,23.74,Malnad,13267.09
sweet potato,Rabi,Laterite,6.15,179.48,31.79,90.33,1.42,3559.5,25.03,19.17,33.92,90.32,6.52,Sprinkler,2,78.56,78.4,108.34,2.46,3.1,1,1,0.0,12189.8,662.4,25.72,Malnad,14078.03
sweet potato,Rabi,Sandy Loam,5.95,171.64,34.36,170.23,0.94,3130.6,27.2,20.8,34.39,78.53,6.21,Drip,1,91.54,61.14,139.89,1.65,3.21,1,1,0.0,16593.2,741.0,13.45,Malnad,13109.0
sweet potato,Rabi,Clay Loam,4.71,196.28,35.38,183.85,3.46,3552.5,22.9,18.82,31.93,90.16,5.31,Sprinkler,2,196.73,53.34,62.68,1.48,6.35,1,0,0.0,15645.3,184.3,30.29,Midland,14373.93
sweet potato,Rabi,Laterite,6.15,103.08,59.66,201.61,1.65,3039.8,22.55,18.81,35.81,73.32,4.42,Sprinkler,4,116.51,21.69,84.35,2.9,4.65,0,0,0.0,10343.8,205.8,19.26,Midland,11142.63
sweet potato,Rabi,Laterite,6.4,250.44,28.94,222.12,3.14,3322.6,25.08,20.18,31.61,89.8,7.43,Sprinkler,3,190.51,56.12,83.02,2.45,0.85,1,0,0.0,15154.0,63.0,0.37,Coastal,14886.99
sweet potato,Rabi,Red Loam,4.51,270.44,13.71,220.45,3.12,3505.6,25.12,18.22,31.43,79.34,4.55,Drip,2,177.09,79.32,97.21,2.99,0.54,0,1,0.0,12882.7,841.3,3.9,Malnad,15264.37
sweet potato,Rabi,Laterite,6.31,313.61,21.45,102.93,1.43,3065.7,26.43,20.39,35.4,71.65,5.89,Drip,1,70.16,46.22,116.86,2.78,6.02,1,1,0.0,14517.7,77.3,0.63,Coastal,12871.65
sweet potato,Rabi,Sandy Loam,5.47,131.06,52.48,108.6,3.15,3122.7,23.59,19.17,28.65,82.42,6.73,Canal,3,187.57,50.76,41.03,2.12,6.58,1,1,0.0,11978.7,172.0,7.14,Midland,13631.17
sweet potato,Rabi,Sandy Loam,5.57,160.23,48.93,133.91,3.15,3422.5,31.19,20.71,35.85,84.59,4.57,Sprinkler,2,124.84,72.85,102.3,0.96,6.27,1,1,0.0,12380.7,478.7,27.41,Malnad,14252.35
sweet potato,Rabi,Red Loam,5.12,297.89,49.26,220.3,3.27,3217.3,29.58,21.04,34.86,65.59,6.75,Sprinkler,3,162.47,64.71,107.57,0.56,8.47,1,1,0.0,11612.9,853.2,19.85,Malnad,15206.39
sweet potato,Rabi,Laterite,5.0,297.08,53.84,206.37,1.96,3392.5,29.97,18.95,34.82,91.99,6.9,Drip,3,156.54,69.35,124.15,4.49,2.37,1,1,0.0,14758.4,555.1,19.14,Malnad,15747.5
sweet potato,Rabi,Laterite,4.69,312.92,54.4,217.15,2.62,3421.0,27.43,19.64,33.83,66.6,6.4,Drip,1,96.13,67.73,42.83,4.29,1.41,1,1,0.0,13098.3,371.8,4.95,Midland,14654.03
sweet potato,Rabi,Clay Loam,6.38,173.72,10.09,147.83,2.43,3120.2,29.11,22.22,33.45,82.93,7.39,Drip,1,137.28,32.26,105.66,4.48,6.23,1,1,0.0,14058.8,177.3,25.94,Midland,12987.74
sweet potato,Rabi,Sandy Loam,6.47,124.39,55.04,113.88,3.24,3010.3,24.65,19.72,33.67,81.51,5.93,Canal,5,144.6,56.96,133.18,1.33,6.53,0,0,0.0,12711.7,417.4,34.89,Malnad,12597.77
sweet potato,Rabi,Laterite,4.77,253.34,58.98,248.14,3.12,3204.9,26.5,19.53,30.04,79.98,6.81,Sprinkler,2,74.4,55.81,44.22,2.87,3.43,1,1,0.0,16927.2,549.5,13.91,Malnad,13986.52
sweet potato,Rabi,Red Loam,5.42,256.85,49.8,153.25,3.25,2857.1,22.09,18.8,34.76,85.65,5.39,Sprinkler,3,96.67,45.07,104.42,2.91,7.04,0,0,0.0,10186.4,763.2,13.07,Malnad,11831.21
sweet potato,Rabi,Clay Loam,5.5,175.18,20.14,176.43,1.2,3016.8,24.28,19.87,30.34,68.22,7.03,Sprinkler,2,145.71,20.02,92.28,1.08,8.16,1,1,0.0,14609.0,798.6,14.82,Malnad,12743.07
sweet potato,Rabi,Sandy Loam,4.95,220.84,23.48,168.38,1.67,3091.2,23.23,18.37,32.49,80.6,4.26,Canal,3,174.11,55.24,68.37,1.82,3.6,0,0,0.0,14566.5,918.9,31.54,Malnad,12504.33
sweet potato,Rabi,Sandy Loam,4.5,261.46,25.13,118.4,3.2,3506.4,24.69,20.32,33.82,69.21,6.8,Drip,1,151.5,49.86,40.19,0.69,7.12,0,0,0.0,15404.6,573.3,28.52,Malnad,13798.58
sweet potato,Rabi,Red Loam,6.28,114.62,18.15,296.91,1.61,3362.0,26.66,22.04,34.22,75.05,3.78,Drip,1,144.44,30.17,112.42,1.06,2.33,0,0,0.0,12300.8,115.7,6.56,Midland,11838.18
sweet potato,Rabi,Sandy Loam,5.38,174.39,24.72,104.1,1.72,3514.7,24.07,18.03,34.52,68.99,5.58,Drip,3,187.34,26.91,87.03,2.93,7.27,1,1,0.0,12859.3,611.1,29.89,Malnad,13660.6
sweet potato,Rabi,Clay Loam,4.85,185.85,46.66,223.39,2.82,2938.9,25.67,20.4,34.03,73.74,5.31,Sprinkler,4,69.36,28.63,100.96,1.01,2.4,1,0,0.0,11419.5,659.2,25.1,Malnad,11498.98
sweet potato,Rabi,Sandy Loam,4.55,228.99,43.6,293.8,1.85,2963.1,25.34,19.96,33.64,81.09,3.68,Sprinkler,2,93.38,21.88,75.75,3.18,9.02,1,1,0.0,10380.3,363.0,5.16,Midland,12683.61
sweet potato,Rabi,Clay Loam,5.5,181.62,49.33,248.9,2.88,3306.4,30.98,22.64,35.35,89.96,6.91,Drip,1,112.28,54.54,61.31,1.02,6.24,1,0,0.0,16104.4,423.2,18.74,Malnad,13751.45
sweet potato,Rabi,Laterite,6.28,262.2,16.11,270.77,2.36,3177.1,27.06,19.65,33.63,71.68,3.56,Rainfed,0,173.62,50.67,83.47,0.75,6.44,0,1,0.0,10753.6,742.1,5.75,Malnad,13611.46
sweet potato,Rabi,Sandy Loam,4.88,122.93,23.16,282.76,2.16,3546.5,22.09,18.79,28.83,91.4,5.5,Sprinkler,5,102.87,58.86,106.8,3.13,6.86,1,1,0.0,15937.3,4.4,34.11,Coastal,14615.33
sweet potato,Rabi,Clay Loam,5.28,172.08,28.39,272.37,2.37,3418.1,26.18,19.39,32.34,73.2,6.92,Drip,2,104.59,61.79,86.71,1.9,2.96,1,1,0.0,12735.0,685.6,25.09,Malnad,14282.78
sweet potato,Rabi,Sandy Loam,4.88,342.86,15.0,284.24,1.51,3428.9,30.78,20.8,35.55,80.76,6.86,Sprinkler,5,110.47,38.32,60.77,4.36,7.58,0,1,0.0,14252.4,316.3,30.23,Midland,14612.38
sweet potato,Rabi,Sandy Loam,4.92,276.17,24.31,247.03,2.15,3372.2,31.67,26.66,34.91,66.61,4.97,Rainfed,0,81.03,22.87,143.06,0.64,2.2,1,0,0.0,16629.3,895.3,0.51,Malnad,13179.0
sweet potato,Rabi,Laterite,5.27,298.14,43.31,152.57,3.15,3113.9,31.82,25.08,35.76,75.92,4.19,Drip,1,90.17,53.39,129.93,2.03,9.51,1,0,0.0,9266.4,367.3,11.14,Midland,12641.39
sweet potato,Rabi,Sandy Loam,6.38,314.94,37.68,148.38,2.98,3116.6,24.32,20.01,29.04,71.05,5.81,Rainfed,0,194.27,51.27,132.92,2.77,3.56,0,1,0.0,15840.2,490.8,3.32,Malnad,14323.9
sweet potato,Rabi,Clay Loam,6.22,264.82,39.17,130.46,1.69,3162.3,23.22,18.48,28.42,83.61,4.64,Canal,5,114.35,33.57,56.19,2.79,7.26,0,1,0.0,15014.6,890.4,33.88,Malnad,13006.1
sweet potato,Rabi,Laterite,4.8,176.26,48.94,255.1,1.69,3197.9,26.61,19.87,33.29,78.01,3.69,Rainfed,0,104.2,27.18,149.53,2.44,2.55,1,1,0.0,10770.0,40.3,27.08,Coastal,12566.67
sweet potato,Rabi,Laterite,5.79,234.74,34.94,131.18,2.98,3244.5,29.74,21.29,33.65,91.79,7.47,Sprinkler,2,173.75,31.22,124.32,0.52,1.14,1,1,0.0,12895.9,110.0,32.78,Midland,14664.67
sweet potato,Rabi,Red Loam,4.51,260.63,27.9,124.78,1.91,3153.5,26.16,21.1,32.52,74.32,7.28,Rainfed,0,197.14,66.55,59.92,2.18,6.87,1,1,0.0,15219.9,6.8,34.57,Coastal,14304.75
sweet potato,Rabi,Laterite,5.03,256.94,18.28,212.0,2.65,3334.0,28.55,20.89,32.22,80.78,3.76,Drip,3,146.83,59.22,116.31,3.76,8.33,1,1,0.0,11442.2,589.7,5.46,Malnad,14450.56
sweet potato,Rabi,Sandy Loam,5.35,118.73,30.44,153.48,3.41,3247.2,23.7,18.63,30.77,82.09,4.99,Sprinkler,2,117.32,52.01,106.61,1.27,9.83,1,0,0.0,12869.0,465.4,21.15,Malnad,13049.74
sweet potato,Rabi,Laterite,5.28,136.99,37.84,198.06,1.77,2811.9,26.86,19.38,32.5,79.33,5.98,Canal,5,138.63,79.0,122.02,2.94,2.76,1,1,0.0,11036.0,334.2,9.58,Midland,13231.61
sweet potato,Rabi,Laterite,5.54,282.4,37.3,242.88,2.94,3588.3,22.5,18.67,33.84,66.29,6.47,Canal,3,187.32,43.32,91.67,1.34,1.4,1,1,0.0,9943.8,645.2,17.22,Malnad,16459.43
sweet potato,Rabi,Red Loam,5.81,327.69,24.84,269.61,3.32,3400.9,29.47,19.38,35.65,83.83,6.19,Sprinkler,4,191.05,79.87,93.16,3.98,6.16,1,0,0.0,13273.8,322.2,25.17,Midland,15324.43
sweet potato,Rabi,Sandy Loam,4.68,311.24,16.81,122.42,2.43,3016.5,28.94,21.99,34.69,90.41,7.16,Sprinkler,3,113.91,47.64,89.95,2.16,1.2,0,0,0.0,16846.7,725.0,1.27,Malnad,12779.11
sweet potato,Rabi,Red Loam,5.69,251.04,11.47,106.88,3.23,3340.0,30.17,20.19,34.19,80.93,5.19,Drip,3,149.51,72.72,101.59,1.12,5.16,1,0,0.0,15498.3,24.1,4.12,Coastal,13826.85
sweet potato,Rabi,Sandy Loam,6.19,235.78,55.02,205.21,1.16,3573.5,25.65,19.86,33.59,80.71,5.51,Drip,1,94.92,69.3,122.24,2.19,5.27,1,0,0.0,12325.4,541.3,6.61,Malnad,14564.38
sweet potato,Rabi,Red Loam,6.14,258.36,40.6,172.84,3.03,3265.3,22.03,18.06,30.39,70.0,7.03,Sprinkler,2,114.45,73.3,122.93,2.97,2.93,0,1,0.0,13158.5,796.2,28.3,Malnad,13873.07
sweet potato,Rabi,Laterite,6.0,151.41,37.66,96.33,2.76,3532.6,28.13,21.21,34.28,77.81,7.06,Sprinkler,3,120.5,61.59,41.29,1.7,7.25,1,0,0.0,16094.5,428.0,10.89,Malnad,13420.94
sweet potato,Rabi,Red Loam,4.94,127.59,32.92,123.99,1.79,3026.0,22.64,18.14,31.01,88.74,4.24,Drip,3,189.64,42.14,133.17,3.76,8.48,0,1,0.0,9813.8,101.3,19.5,Midland,12741.44
sweet potato,Rabi,Laterite,4.61,310.32,23.91,287.51,2.26,3278.8,28.67,22.55,33.37,74.42,5.33,Drip,1,94.1,75.38,93.02,1.51,5.24,1,0,0.0,16269.8,170.9,19.75,Midland,13464.65
sweet potato,Rabi,Clay Loam,6.38,242.12,55.31,199.93,1.2,3055.6,31.65,25.86,35.12,72.71,6.91,Drip,2,110.02,60.12,131.37,2.16,3.83,0,1,0.0,10359.6,478.3,16.33,Malnad,12684.88
sweet potato,Rabi,Sandy Loam,5.34,248.57,54.48,230.54,0.96,3278.9,30.96,25.31,34.81,70.42,6.56,Rainfed,0,75.62,71.72,56.53,4.22,4.67,0,1,0.0,9087.6,131.5,12.13,Midland,13130.66
sweet potato,Rabi,Red Loam,5.26,257.85,10.44,128.11,2.09,2991.5,27.77,21.48,32.2,82.88,4.83,Canal,5,118.24,45.46,124.28,1.27,4.7,0,1,0.0,13051.9,233.9,16.07,Midland,12604.17
sweet potato,Rabi,Sandy Loam,5.47,247.23,47.62,84.15,0.82,3268.0,24.74,18.2,31.13,74.51,5.44,Canal,4,198.22,37.41,86.08,2.23,9.11,0,1,0.0,11677.3,567.6,33.61,Malnad,13947.72
sweet potato,Rabi,Clay Loam,6.1,243.63,33.31,255.73,2.87,3045.9,31.43,22.83,35.9,69.0,4.13,Sprinkler,3,106.14,35.29,115.02,0.99,3.63,1,1,0.0,13366.2,785.7,3.54,Malnad,13079.39
sweet potato,Rabi,Red Loam,5.37,320.96,11.69,150.33,1.39,3567.5,27.14,20.89,30.84,81.88,6.89,Sprinkler,4,160.4,74.12,111.52,0.92,9.4,0,1,0.0,10764.4,430.6,25.71,Malnad,15507.28
sweet potato,Rabi,Red Loam,5.36,185.65,33.01,207.18,1.75,3302.9,25.02,20.07,30.71,76.91,7.37,Rainfed,0,185.27,46.09,102.31,2.1,9.82,1,1,0.0,10768.0,96.7,27.75,Coastal,14634.58
sweet potato,Rabi,Clay Loam,5.4,327.38,49.85,295.41,1.57,3298.8,31.89,18.01,34.93,74.76,5.04,Sprinkler,4,193.1,30.39,139.65,1.73,3.15,1,1,0.0,11643.7,372.2,27.82,Midland,15386.87
sweet potato,Rabi,Sandy Loam,5.4,123.0,32.32,107.44,2.27,3195.5,26.93,20.79,32.45,89.84,7.46,Sprinkler,5,65.23,20.92,90.47,1.54,6.29,0,1,0.0,12969.6,280.7,28.7,Midland,12730.86
sweet potato,Rabi,Laterite,4.86,174.49,16.37,164.77,1.8,2972.7,23.74,19.43,29.96,70.48,5.21,Drip,2,131.35,28.64,55.03,0.66,2.27,1,1,0.0,16375.6,803.5,7.36,Malnad,12111.6
sweet potato,Rabi,Red Loam,6.09,164.08,47.95,198.61,1.15,2817.3,22.19,18.15,33.34,67.03,7.26,Drip,1,156.07,71.02,43.56,3.52,6.08,1,1,0.0,13255.1,223.9,8.77,Midland,12993.67
sweet potato,Rabi,Red Loam,5.45,227.58,19.88,148.44,1.51,2864.1,24.94,19.53,35.88,84.31,5.71,Canal,7,152.52,37.67,56.12,3.09,8.54,0,0,0.0,11502.4,411.1,13.44,Malnad,11931.63
sweet potato,Rabi,Laterite,6.15,295.69,35.47,105.58,1.51,3412.5,28.72,24.54,35.02,88.93,5.43,Sprinkler,3,74.67,23.3,56.15,2.77,2.1,0,1,0.0,11884.4,218.2,13.83,Midland,13154.38
sweet potato,Rabi,Clay Loam,4.92,309.52,26.93,191.46,1.75,3415.8,27.15,21.38,32.52,66.06,4.15,Canal,3,187.83,63.49,83.82,1.65,3.19,1,0,0.0,13634.1,740.8,31.56,Malnad,14303.86
sweet potato,Rabi,Sandy Loam,4.79,303.81,50.4,270.75,3.17,3213.3,30.21,18.37,34.98,73.03,5.79,Canal,4,183.11,26.44,109.62,1.04,0.54,1,1,0.0,10625.2,618.3,10.07,Malnad,15270.06
sweet potato,Rabi,Clay Loam,5.44,315.95,28.43,106.04,1.85,3580.3,30.56,22.85,35.9,87.9,4.45,Sprinkler,3,72.19,75.18,117.01,2.12,6.12,1,1,0.0,11472.1,247.0,6.04,Midland,14511.69
sweet potato,Rabi,Laterite,6.26,177.85,31.74,258.25,3.48,3578.0,30.55,22.92,33.63,86.65,4.86,Drip,2,103.05,70.44,40.54,2.12,2.18,0,1,0.0,10893.5,229.5,24.68,Midland,13784.28
sweet potato,Rabi,Laterite,5.02,276.26,13.14,139.72,2.64,2812.9,30.94,23.91,34.47,89.77,3.65,Sprinkler,3,130.45,63.93,148.08,1.01,3.12,1,0,0.0,14792.3,631.5,1.81,Malnad,12124.45
sweet potato,Rabi,Red Loam,6.21,350.0,38.47,210.01,2.47,3106.6,22.48,18.62,29.56,80.0,5.9,Drip,1,65.48,76.67,56.1,3.25,7.94,1,1,0.0,14752.2,913.5,5.0,Malnad,13910.08
sweet potato,Rabi,Laterite,4.59,284.57,27.8,209.1,2.84,3436.6,28.44,20.67,34.37,79.99,6.53,Drip,3,131.49,48.93,143.44,4.27,6.56,0,0,0.0,13175.1,740.0,24.59,Malnad,14075.17
sweet potato,Rabi,Laterite,5.26,279.01,57.5,216.72,3.23,3319.0,25.7,18.2,31.48,74.57,5.63,Drip,1,89.31,56.94,136.2,2.97,3.92,1,0,0.0,13796.1,895.8,31.65,Malnad,14339.31
sweet potato,Rabi,Laterite,5.03,145.16,20.87,200.81,1.06,3546.2,26.33,19.77,33.01,69.16,5.06,Sprinkler,3,72.26,40.35,92.56,3.14,7.34,0,0,0.0,15108.0,782.0,20.24,Malnad,12173.79
sweet potato,Rabi,Clay Loam,5.99,254.58,32.49,297.16,3.15,3471.0,29.37,23.85,34.83,86.66,7.12,Canal,6,166.93,20.73,92.37,3.66,5.52,0,0,0.0,13938.7,496.5,13.14,Malnad,15162.33
sweet potato,Rabi,Sandy Loam,4.82,295.46,20.81,162.89,1.04,3240.7,30.99,18.44,35.17,75.12,4.27,Sprinkler,2,69.85,38.07,114.74,4.31,3.63,0,0,0.0,15563.5,118.7,31.11,Midland,11069.9
sweet potato,Rabi,Clay Loam,5.96,128.78,58.08,194.04,1.29,3429.9,28.53,21.25,32.13,86.65,7.04,Drip,2,113.94,76.76,48.61,1.28,5.78,1,0,0.0,12672.1,450.5,27.56,Malnad,13635.29
sweet potato,Rabi,Sandy Loam,6.38,301.67,58.69,176.42,1.9,2954.0,27.22,23.05,34.67,87.63,7.38,Sprinkler,3,114.21,30.15,116.5,4.41,1.75,1,0,0.0,14140.0,345.3,21.19,Midland,13087.56
sweet potato,Rabi,Red Loam,5.23,131.31,41.6,186.74,2.41,3019.6,25.01,18.19,32.73,65.35,7.25,Drip,1,158.51,31.41,42.47,2.18,3.59,1,0,0.0,9699.8,702.3,14.75,Malnad,12471.21
sweet potato,Rabi,Red Loam,6.32,316.23,30.03,237.56,0.89,3530.0,29.97,18.26,35.65,86.62,4.2,Canal,3,63.52,73.45,120.86,3.37,6.38,1,1,0.0,10199.1,534.6,31.9,Malnad,13806.59
sweet potato,Rabi,Laterite,6.38,164.22,11.46,299.27,1.22,3566.1,25.3,20.83,34.11,79.27,5.64,Drip,1,163.76,39.93,99.62,0.98,3.91,1,0,0.0,14055.2,464.7,32.98,Malnad,13937.34
sweet potato,Rabi,Red Loam,5.86,332.81,36.14,294.56,2.89,3481.4,31.69,25.02,35.68,84.52,7.46,Canal,4,158.13,21.49,58.98,2.69,8.6,0,0,0.0,13365.2,657.1,21.67,Malnad,14580.26
sweet potato,Rabi,Laterite,5.65,149.16,12.72,173.37,3.12,2848.9,28.33,21.27,32.99,88.06,4.73,Sprinkler,3,152.01,29.17,128.81,0.51,1.29,1,1,0.0,13858.6,463.8,26.48,Malnad,12777.1
sweet potato,Rabi,Red Loam,4.65,150.55,27.22,152.94,2.49,3295.0,25.0,20.8,35.46,81.49,5.92,Drip,1,136.71,40.73,118.53,1.62,0.56,1,0,0.0,13630.3,791.1,23.27,Malnad,12903.6
sweet potato,Rabi,Laterite,4.75,170.81,23.57,114.12,1.93,3266.3,29.36,20.89,35.88,68.51,5.21,Drip,2,190.18,52.86,114.83,1.69,5.53,1,1,0.0,15111.2,752.8,12.55,Malnad,13398.14
sweet potato,Rabi,Clay Loam,4.81,166.58,26.0,209.09,2.85,2987.7,31.5,25.1,34.97,68.52,3.53,Drip,3,199.73,27.78,69.73,2.22,5.38,1,0,0.0,10950.9,295.4,14.52,Midland,11600.54
sweet potato,Rabi,Clay Loam,5.9,285.05,44.39,114.92,1.54,3519.2,23.92,19.21,31.98,83.18,6.29,Sprinkler,3,166.84,60.67,103.23,3.13,2.46,0,1,0.0,11452.1,81.1,14.74,Coastal,15094.78
sweet potato,Rabi,Sandy Loam,6.2,309.23,25.03,241.32,1.57,3531.3,28.75,22.36,33.47,86.36,5.18,Canal,7,69.08,32.98,127.94,2.14,3.41,1,1,0.0,15642.5,344.3,16.87,Midland,14531.76
sweet potato,Rabi,Red Loam,6.26,109.8,43.93,85.48,2.07,3415.1,23.22,18.81,35.21,77.25,7.36,Drip,1,134.19,69.42,139.11,1.63,3.09,1,1,0.0,9426.1,491.8,31.9,Malnad,13714.7
sweet potato,Rabi,Laterite,4.94,140.68,11.58,120.81,2.13,3280.7,31.93,24.1,35.6,73.87,5.28,Drip,2,128.57,69.13,127.18,3.55,8.26,1,1,0.0,11203.2,433.3,32.94,Malnad,12867.01
sweet potato,Rabi,Clay Loam,4.7,149.5,52.0,265.93,2.29,3474.9,26.84,21.02,31.29,65.81,6.23,Drip,1,121.3,62.43,55.46,2.12,8.89,0,0,0.0,9194.2,732.7,8.99,Malnad,13071.94
sweet potato,Rabi,Sandy Loam,5.76,140.65,12.86,213.17,2.37,3386.9,29.61,23.68,32.7,71.87,4.88,Sprinkler,5,135.42,28.83,137.98,3.07,7.73,1,0,0.0,9776.9,123.7,23.96,Midland,12999.73
sweet potato,Rabi,Sandy Loam,6.01,249.4,34.46,199.31,2.17,3556.0,22.29,18.95,34.57,65.77,6.66,Sprinkler,3,89.54,76.77,83.63,4.46,6.28,1,1,0.0,12750.3,876.0,14.06,Malnad,14495.14
sweet potato,Rabi,Laterite,5.84,124.93,17.09,139.82,3.03,3494.7,29.1,23.25,32.26,76.79,3.95,Canal,4,83.32,43.79,64.8,3.02,9.29,1,1,0.0,14959.3,693.4,17.4,Malnad,12818.76
sweet potato,Rabi,Red Loam,5.65,298.01,35.34,273.36,2.18,3219.3,25.83,19.02,29.29,79.92,5.19,Drip,2,187.68,62.13,65.19,1.78,6.99,0,1,0.0,12523.0,503.6,16.87,Malnad,15078.71
sweet potato,Rabi,Clay Loam,4.63,284.51,57.28,191.76,2.56,3100.7,25.55,21.46,29.43,69.27,5.0,Rainfed,0,145.25,32.12,117.46,3.1,4.11,0,0,0.0,12884.1,501.8,9.14,Malnad,12781.78
sweet potato,Rabi,Red Loam,5.03,111.71,56.46,93.54,2.53,3045.4,29.96,18.22,33.58,69.85,5.76,Canal,5,142.52,25.11,44.8,0.84,4.61,0,1,0.0,14503.6,851.3,30.04,Malnad,12283.59
sweet potato,Rabi,Sandy Loam,5.34,245.03,18.69,179.79,0.93,3264.4,26.24,22.0,30.42,67.33,7.17,Drip,2,182.38,43.67,84.62,2.36,9.08,0,1,0.0,9115.4,929.9,29.87,Malnad,14072.38
sweet potato,Rabi,Sandy Loam,5.03,110.63,33.48,113.24,3.04,3267.4,22.8,19.0,35.87,73.64,5.89,Rainfed,0,74.73,21.67,134.34,4.34,7.18,0,1,0.0,11539.4,622.9,5.85,Malnad,12245.81
sweet potato,Rabi,Laterite,6.42,336.75,40.28,96.09,2.44,3311.4,22.76,18.66,28.38,76.2,4.98,Sprinkler,4,99.84,32.06,66.99,4.26,5.01,1,0,0.0,9156.6,152.2,3.76,Midland,12741.2
sweet potato,Rabi,Laterite,6.15,178.78,48.24,130.25,1.09,3164.4,22.74,18.96,34.14,79.2,4.72,Drip,1,135.01,45.49,97.62,2.84,7.68,0,1,0.0,13784.2,516.6,34.91,Malnad,12584.85
sweet potato,Rabi,Red Loam,5.04,286.39,35.85,109.49,1.13,3456.0,31.31,26.04,34.35,75.85,4.11,Rainfed,0,97.89,75.78,107.51,3.88,1.52,1,0,0.0,13424.3,162.4,33.1,Midland,13187.56
sweet potato,Rabi,Laterite,4.92,138.98,41.44,93.13,1.96,3242.1,28.61,19.48,34.48,81.12,6.06,Canal,5,137.03,56.41,84.69,2.5,3.32,1,1,0.0,13672.3,920.0,29.73,Malnad,13281.19
sweet potato,Rabi,Sandy Loam,5.11,192.33,38.72,97.38,3.17,3096.0,30.18,19.18,33.56,82.85,7.15,Drip,1,159.74,43.91,85.74,3.85,7.97,1,1,0.0,9445.5,378.8,29.01,Midland,13795.47
sweet potato,Rabi,Red Loam,4.62,140.79,33.57,201.1,2.4,3127.2,24.48,19.34,28.74,84.75,4.93,Canal,3,71.66,38.43,73.04,3.36,9.17,1,1,0.0,15901.3,244.7,28.04,Midland,12495.63
sweet potato,Rabi,Clay Loam,5.4,171.03,17.17,295.54,3.38,3467.4,31.27,21.37,34.43,83.11,7.3,Canal,4,78.81,37.68,73.29,3.12,4.14,1,1,0.0,15144.5,239.0,29.98,Midland,14038.43
sweet potato,Rabi,Red Loam,5.66,244.43,26.41,206.5,2.81,3582.5,24.68,20.32,29.81,90.79,5.85,Sprinkler,2,139.23,56.51,59.26,0.51,5.21,1,1,0.0,15070.3,300.0,10.78,Midland,15697.67
sweet potato,Rabi,Sandy Loam,4.56,195.44,24.06,95.36,0.85,3113.3,26.14,20.68,33.21,88.5,6.81,Canal,4,179.08,32.83,119.05,0.73,8.79,1,1,0.0,14923.5,811.6,7.29,Malnad,13287.04
sweet potato,Rabi,Red Loam,5.36,268.83,14.55,147.37,1.71,2949.6,27.17,22.23,32.57,90.47,3.97,Sprinkler,4,82.81,41.69,95.77,3.56,2.96,0,0,0.0,14060.8,939.6,14.09,Malnad,11530.32
sweet potato,Rabi,Clay Loam,6.12,299.77,11.02,241.8,1.36,2829.6,28.54,18.82,34.68,80.99,3.79,Sprinkler,3,100.79,58.37,137.84,1.27,0.73,0,1,0.0,10513.0,207.0,4.0,Midland,12971.21
sweet potato,Rabi,Sandy Loam,6.35,105.39,17.9,180.75,3.02,2978.4,30.86,18.6,33.95,85.33,4.42,Drip,1,143.66,31.61,128.21,2.23,1.57,1,1,0.0,9558.2,435.3,6.24,Malnad,12744.65
sweet potato,Rabi,Laterite,4.71,218.62,43.32,129.83,1.47,3599.8,24.44,18.08,28.73,77.09,4.12,Sprinkler,5,85.04,51.43,105.87,2.75,5.94,1,1,0.0,9892.6,652.0,25.63,Malnad,14089.09
sweet potato,Rabi,Laterite,4.7,222.27,10.15,287.72,1.02,3392.2,30.06,24.26,34.73,90.19,6.2,Canal,5,190.24,61.5,90.31,2.59,5.67,0,1,0.0,10200.4,906.7,12.5,Malnad,14065.55
